_id,sentence,target,aspect,Business_Area,Topic,score,Sentiment_Category,type,split
15516,"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",WAC,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.495,Positive,post,train
15518,Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,SOX,Stock/Price Action/Bullish,Stock,Price Action,0.308,Positive,post,train
15520,$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,BONE,Stock/Price Action/Bullish,Stock,Price Action,0.432,Positive,post,train
15525,$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,SONC,Stock/Price Action/Bullish,Stock,Price Action,0.492,Positive,post,train
15531,$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,LEE,Corporate/Financial/Bankruptcy/Exisiting bankruptcy,Corporate,Financial,0.298,Positive,post,train
15533,$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,RCON,Stock/Price Action/Bullish,Stock,Price Action,0.254,Positive,post,train
15537,$KITD Looking for a oversold bounce.,KITD,Stock/Price Action/Current Price/Oversold,Stock,Price Action,0.436,Positive,post,train
15543,$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,PPG,Stock/Technical Analysis,Stock,Technical Analysis,0.201,Positive,post,train
15549,$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,NSM,Stock/Technical Analysis,Stock,Technical Analysis,0.605,Positive,post,train
15554,$aapl.  Test the high today and probably go beyond after hours...,AAPL,Stock/Technical Analysis,Stock,Technical Analysis,0.505,Positive,post,train
15557,Long $PCLN,PCLN,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.663,Positive,post,train
15567,"$HLF shorts made a killing last couple days, might make more if cover and buy back?",HLF,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.334,Negative,post,train
15576,Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,MCD,Stock/Technical Analysis,Stock,Technical Analysis,-0.474,Negative,post,train
15580,$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,MFLX,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,-0.412,Negative,post,train
15582,RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,ARNA,Corporate/Rumors,Corporate,Rumors,-0.02,Neutral,post,train
15585,$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,AAPL,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.346,Positive,post,train
15588,$DMND green and moving,DMND,Stock/Price Action/Bullish,Stock,Price Action,0.477,Positive,post,train
15596,$MTD (Mettler-Toledo) ready for a breakout,MTD,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.428,Positive,post,train
15605,$ACAD under $2 today?,ACAD,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.164,Neutral,post,train
15607,$amzn breaking,AMZN,Stock/Price Action,Stock,Price Action,0.251,Positive,post,train
15609,$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,ZNGA,Corporate/Legal,Corporate,Legal,-0.284,Negative,post,train
15610,"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",KGC,Stock/Price Action/Current Price/Oversold,Stock,Price Action,0.303,Positive,post,train
15612,RT @bman1 $LNG looks primed also $EGHT poised to run too...,LNG,Stock/Price Action/Bullish,Stock,Price Action,0.381,Positive,post,train
15614,$AAPL broke descending channel....will it hold?,AAPL,Stock/Technical Analysis,Stock,Technical Analysis,-0.07,Neutral,post,train
15621,$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,JNK,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.272,Positive,post,train
15624,"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",PNC,Corporate/Dividend Policy,Corporate,Dividend Policy,0.316,Positive,post,train
15630,$AMD big dumping... would not touch it for a while,AMD,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.699,Negative,post,train
15633,$GNRC finding support at its 10-day line so far.,GNRC,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.256,Positive,post,train
15646,"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",BSX,Stock/Price Action/Bullish,Stock,Price Action,0.664,Positive,post,train
15647,"$QCOR Just added 3,000 shares @28.",QCOR,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.73,Positive,post,train
15648,"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",QQQ,Stock/Price Action,Stock,Price Action,-0.146,Neutral,post,train
15649,$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,AAPL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.36,Negative,post,train
15650,"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",ICOA,Corporate/M&A/M&A,Corporate,M&A,0.451,Positive,post,train
15676,Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,AMZN,Corporate/Sales,Corporate,Sales,0.434,Positive,post,train
15691,Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,VVUS,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.609,Positive,post,train
15693,$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,ISR,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.612,Positive,post,train
15697,$FB Nice buyable intraday dip right here,FB,Stock/Price Action/Bullish,Stock,Price Action,0.492,Positive,post,train
15712,$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,LSCC,Stock/Price Action/Volume/Unusual high volume,Stock,Price Action,0.497,Positive,post,train
15716,$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,SAVE,Stock/Price Action/Bullish,Stock,Price Action,0.546,Positive,post,train
15719,$GOOG resistance turned support?  It,GOOG,Stock/Technical Analysis,Stock,Technical Analysis,0.34,Positive,post,train
15720,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,CRM,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.519,Positive,post,train
15726,Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,V,Stock/Options,Stock,Options,0.635,Positive,post,train
15729,$AAPL I am big OUT from this. seems its falling towards 530.. :(,AAPL,Stock/Price Action/Bearish,Stock,Price Action,-0.639,Negative,post,train
15730,$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,PKT,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.592,Positive,post,train
15732,$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,NFLX,Stock/Price Action,Stock,Price Action,0.231,Positive,post,train
15749,$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,UUP,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.171,Neutral,post,train
15751,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,VXX,Market/Volatilit,Market,Volatilit,-0.223,Negative,post,train
15753,$brcm raises revenue forecast,BRCM,Corporate/Financial/Financial Results/Earnings/Company Guidance,Corporate,Financial,0.367,Positive,post,train
15754,$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,BBRY,Stock/Price Action/Bullish,Stock,Price Action,0.395,Positive,post,train
15755,$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,ASTX,Stock/Technical Analysis,Stock,Technical Analysis,0.516,Positive,post,train
15758,$EDU bouncing nicely after add-on (posted),EDU,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.437,Positive,post,train
15763,$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,YHOO,Stock/Technical Analysis,Stock,Technical Analysis,0.389,Positive,post,train
15767,BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,KO,Stock/Technical Analysis,Stock,Technical Analysis,0.551,Positive,post,train
15769,$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,SPY,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.529,Positive,post,train
15775,"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",JE,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.391,Positive,post,train
15777,$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,XLB,Stock/Price Action,Stock,Price Action,-0.458,Negative,post,train
15778,"$TYC just about to break out to new highs, lots of technicals looking great right now.",TYC,Stock/Price Action/Bullish,Stock,Price Action,0.602,Positive,post,train
15779,"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",AAPL,Stock/Technical Analysis,Stock,Technical Analysis,0.128,Neutral,post,train
15783,"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",SPY,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.297,Positive,post,train
15784,$SPY wouldn't be surprised to see a green close,SPY,Stock/Price Action/Bullish,Stock,Price Action,0.416,Positive,post,train
15797,@Vegastrader66 Looks like good entry for $QIHU here.,QIHU,Stock/Signal/Buy Signal,Stock,Signal,0.453,Positive,post,train
15810,$INO back in this am small post,INO,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.554,Positive,post,train
15812,"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",BBRY,Stock/Technical Analysis,Stock,Technical Analysis,0.394,Positive,post,train
15817,$LINE biggies must be loading up here at lows..,LINE,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.438,Positive,post,train
15824,$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,GS,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.398,Negative,post,train
15826,Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,FB,Stock/Technical Analysis,Stock,Technical Analysis,-0.042,Neutral,post,train
15843,"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",YNDX,Stock/Price Action/Bullish,Stock,Price Action,0.531,Positive,post,train
15844,"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",SHOR,Stock/Technical Analysis,Stock,Technical Analysis,0.661,Positive,post,train
15848,@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,AAPL,Corporate/Reputation,Corporate,Reputation,0.295,Positive,post,train
15852,EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,EA,Corporate/Strategy/New Product,Corporate,Strategy,0.121,Neutral,post,train
15863,$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,ETN,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.685,Positive,post,train
15874,"$AAPL double bottom could be in, keep in mind",AAPL,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.271,Positive,post,train
15879,@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,AAPL,Corporate/Financial/Financial Results/Earnings/Earnings miss,Corporate,Financial,-0.363,Negative,post,train
15881,"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",AMRN,Stock/Options/Strategies/Bull Call Spread,Stock,Options,0.681,Positive,post,train
15888,$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,FB,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.319,Positive,post,train
15892,@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,UNXL,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.478,Positive,post,train
15894,"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",TSLA,Corporate/Sales,Corporate,Sales,0.526,Positive,post,train
15901,"Long Position on $GOL,...Updating http://stks.co/fdmm",GOL,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.674,Positive,post,train
15905,$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,SMH,Stock/Signal/Sell Signal,Stock,Signal,-0.538,Negative,post,train
15908,$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,OSUR,Stock/Signal/Buy Signal,Stock,Signal,0.552,Positive,post,train
15918,$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,SPY,Stock/Technical Analysis,Stock,Technical Analysis,-0.287,Negative,post,train
15921,$NFLX +3% of the lows,NFLX,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.323,Positive,post,train
15926,$SBUX getting sold here.,SBUX,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.551,Negative,post,train
15936,$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,PG,Corporate/Strategy/Business Model,Corporate,Strategy,0.116,Neutral,post,train
15938,$RIMM $spx $nya $compq $djia all going down,SPX,Stock/Price Action/Bearish,Stock,Price Action,-0.559,Negative,post,train
15939,"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",ZNGA,Stock/Price Action/Bullish,Stock,Price Action,0.366,Positive,post,train
15957,$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,OCN,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.421,Positive,post,train
15962,$BBRY hearing rumours of a major joint venture announcement.,BBRY,Corporate/Rumors,Corporate,Rumors,0.427,Positive,post,train
15980,$AAPL Good time to buy. Will the run come before earnings or after?,AAPL,Stock/Price Action/Bullish,Stock,Price Action,0.533,Positive,post,train
16004,"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",QIHU,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.494,Negative,post,train
16005,$UVXY Put the chum out there at key support then next level down - careful,UVXY,Stock/Price Action/Bearish,Stock,Price Action,-0.32,Negative,post,train
16006,Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,LMT,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.627,Positive,post,train
16010,@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,GLD,Stock/Technical Analysis,Stock,Technical Analysis,0.272,Positive,post,train
